Date,Open,High,Low,Close,Adj Close,Volume
2022-03-04,33655.429688,33655.429688,33254.121094,33614.800781,33614.800781,408390000
2022-03-07,33579.750000,33579.750000,32806.148438,32817.378906,32817.378906,488400000
2022-03-08,32885.171875,33402.980469,32578.730469,32632.640625,32632.640625,553750000
2022-03-09,32860.421875,33457.281250,32860.421875,33286.250000,33286.250000,418670000
2022-03-10,33106.769531,33236.589844,32819.761719,33174.070313,33174.070313,399480000
2022-03-11,33279.718750,33515.609375,32911.890625,32944.191406,32944.191406,369480000
2022-03-14,33000.371094,33395.589844,32818.160156,32945.238281,32945.238281,394940000
2022-03-15,32989.269531,33620.839844,32989.269531,33544.339844,33544.339844,388810000
2022-03-16,33653.929688,34075.941406,33391.238281,34063.101563,34063.101563,427400000
2022-03-17,33995.390625,34483.921875,33896.058594,34480.761719,34480.761719,339470000
2022-03-18,34466.718750,34755.199219,34279.828125,34754.929688,34754.929688,615420000
2022-03-21,34669.851563,34808.281250,34341.808594,34552.988281,34552.988281,408490000
2022-03-22,34583.238281,34882.031250,34583.238281,34807.460938,34807.460938,368550000
2022-03-23,34748.839844,34748.839844,34352.960938,34358.500000,34358.500000,347880000
2022-03-24,34406.808594,34713.558594,34355.421875,34707.941406,34707.941406,324870000
2022-03-25,34702.390625,34942.699219,34631.519531,34861.238281,34861.238281,285440000
2022-03-28,34833.031250,34957.929688,34552.230469,34955.890625,34955.890625,299790000
2022-03-29,35114.351563,35372.261719,35030.070313,35294.191406,35294.191406,355050000
2022-03-30,35273.628906,35361.359375,35058.578125,35228.808594,35228.808594,317320000
2022-03-31,35201.519531,35201.519531,34677.988281,34678.351563,34678.351563,433400000
2022-04-01,34740.890625,34847.910156,34538.250000,34818.269531,34818.269531,340400000
2022-04-04,34799.980469,34940.781250,34615.378906,34921.878906,34921.878906,316570000
2022-04-05,34876.328125,35112.210938,34566.039063,34641.179688,34641.179688,304010000
2022-04-06,34520.339844,34609.839844,34277.171875,34496.511719,34496.511719,386250000
2022-04-07,34439.238281,34705.828125,34190.949219,34583.570313,34583.570313,319870000
2022-04-08,34569.238281,34908.460938,34470.191406,34721.121094,34721.121094,301750000
2022-04-11,34630.269531,34701.339844,34272.289063,34308.078125,34308.078125,333290000
2022-04-12,34412.511719,34669.968750,34102.808594,34220.359375,34220.359375,333510000
2022-04-13,34166.640625,34598.359375,34140.640625,34564.589844,34564.589844,313630000
2022-04-14,34628.460938,34889.171875,34437.500000,34451.230469,34451.230469,353680000
2022-04-18,34411.488281,34618.289063,34279.078125,34411.691406,34411.691406,264110000
2022-04-19,34394.621094,34983.109375,34394.621094,34911.199219,34911.199219,296350000
2022-04-20,34962.671875,35315.398438,34962.671875,35160.789063,35160.789063,337620000
2022-04-21,35258.800781,35492.218750,34723.820313,34792.761719,34792.761719,366390000
2022-04-22,34727.378906,34727.378906,33773.390625,33811.398438,33811.398438,373280000
2022-04-25,33731.648438,34106.011719,33323.371094,34049.460938,34049.460938,416900000
2022-04-26,33907.488281,33909.511719,33230.949219,33240.179688,33240.179688,400020000
2022-04-27,33450.921875,33697.179688,33108.890625,33301.929688,33301.929688,447230000
2022-04-28,33425.960938,34054.789063,33248.460938,33916.390625,33916.390625,440380000
2022-04-29,33787.011719,33919.589844,32913.148438,32977.210938,32977.210938,501560000
2022-05-02,32978.488281,33224.949219,32449.869141,33061.500000,33061.500000,453390000
2022-05-03,33086.089844,33341.578125,32914.750000,33128.789063,33128.789063,364420000
2022-05-04,33171.800781,34117.738281,33021.839844,34061.058594,34061.058594,411060000
2022-05-05,33854.171875,33854.171875,32685.099609,32997.968750,32997.968750,448420000
2022-05-06,32773.878906,33055.839844,32474.689453,32899.371094,32899.371094,416520000
2022-05-09,32685.169922,32685.169922,32121.980469,32245.699219,32245.699219,470770000
2022-05-10,32504.089844,32752.169922,31887.890625,32160.740234,32160.740234,439290000
2022-05-11,32123.240234,32584.019531,31798.859375,31834.109375,31834.109375,458460000
2022-05-12,31699.039063,31914.460938,31228.220703,31730.300781,31730.300781,544240000
2022-05-13,31963.859375,32276.050781,31862.789063,32196.660156,32196.660156,388520000
2022-05-16,32152.150391,32514.019531,31928.179688,32223.419922,32223.419922,330030000
2022-05-17,32427.000000,32689.140625,32308.150391,32654.589844,32654.589844,389310000
2022-05-18,32468.669922,32468.669922,31393.949219,31490.070313,31490.070313,465060000
2022-05-19,31262.619141,31569.130859,31016.410156,31253.130859,31253.130859,517190000
2022-05-20,31426.939453,31515.779297,30635.759766,31261.900391,31261.900391,495510000
2022-05-23,31395.890625,31968.419922,31395.890625,31880.240234,31880.240234,402010000
2022-05-24,31717.609375,32014.859375,31365.589844,31928.619141,31928.619141,382950000
2022-05-25,31816.310547,32254.439453,31754.330078,32120.279297,32120.279297,343460000
2022-05-26,32248.169922,32774.140625,32248.169922,32637.189453,32637.189453,351220000
2022-05-27,32735.089844,33213.621094,32682.009766,33212.960938,33212.960938,328770000
2022-05-31,33160.589844,33240.218750,32752.339844,32990.121094,32990.121094,533560000
2022-06-01,33156.308594,33272.339844,32584.759766,32813.230469,32813.230469,338210000
2022-06-02,32809.011719,33248.609375,32509.429688,33248.281250,33248.281250,333210000
2022-06-03,32986.320313,33135.609375,32839.210938,32899.699219,32899.699219,298570000
2022-06-06,33032.039063,33235.371094,32819.500000,32915.781250,32915.781250,253010000
2022-06-07,32783.031250,33207.449219,32641.849609,33180.140625,33180.140625,270750000
2022-06-08,33087.070313,33156.500000,32824.371094,32910.898438,32910.898438,270470000
2022-06-09,32828.621094,32956.730469,32267.779297,32272.789063,32272.789063,289710000
2022-06-10,32053.519531,32053.519531,31387.839844,31392.789063,31392.789063,362300000
2022-06-13,31144.910156,31144.910156,30373.720703,30516.740234,30516.740234,472290000
2022-06-14,30592.339844,30690.800781,30144.230469,30364.830078,30364.830078,366800000
2022-06-15,30570.500000,31011.970703,30185.080078,30668.529297,30668.529297,392670000
2022-06-16,30305.740234,30305.740234,29740.349609,29927.070313,29927.070313,442910000
2022-06-17,29912.699219,30167.519531,29653.289063,29888.779297,29888.779297,692830000
2022-06-21,30074.689453,30653.980469,30074.689453,30530.250000,30530.250000,376900000
2022-06-22,30352.570313,30777.919922,30166.009766,30483.130859,30483.130859,343490000
2022-06-23,30570.330078,30715.630859,30293.400391,30677.359375,30677.359375,361420000
2022-06-24,30846.939453,31517.289063,30846.939453,31500.679688,31500.679688,465480000
2022-06-27,31533.599609,31598.589844,31351.369141,31438.259766,31438.259766,309910000
2022-06-28,31549.050781,31885.089844,30934.330078,30946.990234,30946.990234,350780000
2022-06-29,31067.410156,31152.960938,30894.529297,31029.310547,31029.310547,269390000
2022-06-30,30790.000000,30979.849609,30431.869141,30775.429688,30775.429688,394070000
2022-07-01,30737.769531,31139.349609,30487.789063,31097.259766,31097.259766,310440000
2022-07-05,30903.119141,30971.740234,30355.119141,30967.820313,30967.820313,323080000
2022-07-06,30957.300781,31224.689453,30794.839844,31037.679688,31037.679688,289800000
2022-07-07,31190.650391,31421.839844,31154.640625,31384.550781,31384.550781,296620000
2022-07-08,31348.429688,31511.460938,31212.449219,31338.150391,31338.150391,238120000
2022-07-11,31277.980469,31367.550781,31114.400391,31173.839844,31173.839844,245020000
2022-07-12,31113.310547,31346.099609,30860.509766,30981.330078,30981.330078,324190000
2022-07-13,30743.630859,30979.169922,30514.609375,30772.789063,30772.789063,291830000
2022-07-14,30451.800781,30680.119141,30143.929688,30630.169922,30630.169922,325130000
2022-07-15,30775.369141,31288.259766,30775.369141,31288.259766,31288.259766,321570000
2022-07-18,31475.980469,31644.679688,30982.970703,31072.609375,31072.609375,309960000
2022-07-19,31165.910156,31842.250000,31165.910156,31827.050781,31827.050781,378720000
2022-07-20,31829.990234,31944.449219,31646.949219,31874.839844,31874.839844,313520000
2022-07-21,31826.490234,32040.630859,31534.080078,32036.900391,32036.900391,302320000
2022-07-22,32167.919922,32219.250000,31731.470703,31899.289063,31899.289063,319880000
2022-07-25,31950.929688,32029.029297,31821.669922,31990.039063,31990.039063,255450000
2022-07-26,31950.039063,31950.039063,31705.359375,31761.539063,31761.539063,324930000
2022-07-27,31865.050781,32336.230469,31799.429688,32197.589844,32197.589844,365480000
2022-07-28,32197.619141,32609.539063,31982.609375,32529.630859,32529.630859,331110000
2022-07-29,32515.619141,32910.179688,32493.019531,32845.128906,32845.128906,487360000
2022-08-01,32755.710938,32972.031250,32640.789063,32798.398438,32798.398438,321180000
2022-08-02,32691.289063,32772.929688,32387.119141,32396.169922,32396.169922,316740000
2022-08-03,32514.210938,32912.738281,32514.210938,32812.500000,32812.500000,342160000
2022-08-04,32805.691406,32829.218750,32652.630859,32726.820313,32726.820313,315590000
2022-08-05,32593.900391,32814.609375,32489.619141,32803.468750,32803.468750,273010000
2022-08-08,32877.359375,33109.960938,32769.101563,32832.539063,32832.539063,275350000
2022-08-09,32807.359375,32877.531250,32702.660156,32774.410156,32774.410156,281080000
2022-08-10,33130.628906,33364.410156,33130.628906,33309.511719,33309.511719,311740000
2022-08-11,33451.511719,33651.800781,33289.828125,33336.671875,33336.671875,308030000
2022-08-12,33430.718750,33767.089844,33398.320313,33761.050781,33761.050781,299140000
2022-08-15,33710.699219,33954.710938,33582.960938,33912.441406,33912.441406,262670000
2022-08-16,33924.351563,34281.359375,33852.570313,34152.011719,34152.011719,288670000
2022-08-17,34029.550781,34161.011719,33828.410156,33980.320313,33980.320313,281390000
2022-08-18,33981.859375,34043.828125,33844.460938,33999.039063,33999.039063,282550000
2022-08-19,33904.691406,33904.691406,33627.089844,33706.738281,33706.738281,293990000
2022-08-22,33586.589844,33586.589844,33007.628906,33063.609375,33063.609375,308900000
2022-08-23,33033.519531,33138.261719,32858.890625,32909.589844,32909.589844,251870000
2022-08-24,32899.011719,33095.500000,32828.558594,32969.230469,32969.230469,256900000
2022-08-25,33029.269531,33306.089844,32889.851563,33291.781250,33291.781250,308530000
2022-08-26,33293.429688,33364.699219,32278.220703,32283.400391,32283.400391,352850000
2022-08-29,32188.000000,32325.160156,31972.789063,32098.990234,32098.990234,317820000
2022-08-30,32163.839844,32205.660156,31647.220703,31790.869141,31790.869141,317150000
2022-08-31,31827.150391,31966.039063,31509.589844,31510.429688,31510.429688,392780000
2022-09-01,31454.580078,31677.509766,31219.750000,31656.419922,31656.419922,339360000
2022-09-02,31848.500000,32026.900391,31182.089844,31318.439453,31318.439453,306180000
2022-09-06,31343.789063,31463.890625,31048.460938,31145.300781,31145.300781,347320000
2022-09-07,31145.630859,31644.339844,31095.210938,31581.279297,31581.279297,345080000
2022-09-08,31481.949219,31783.369141,31321.500000,31774.519531,31774.519531,344340000
2022-09-09,31876.220703,32227.740234,31876.220703,32151.710938,32151.710938,310980000
2022-09-12,32159.490234,32504.039063,32159.490234,32381.339844,32381.339844,339250000
2022-09-13,32006.500000,32006.500000,31018.539063,31104.970703,31104.970703,428930000
2022-09-14,31141.019531,31276.820313,30885.019531,31135.089844,31135.089844,348670000
2022-09-15,31124.679688,31277.689453,30882.080078,30961.820313,30961.820313,345500000
2022-09-16,30866.609375,30866.609375,30550.080078,30822.419922,30822.419922,627920000
2022-09-19,30722.859375,31026.890625,30559.369141,31019.679688,31019.679688,291200000
2022-09-20,30888.529297,30888.529297,30465.910156,30706.230469,30706.230469,317970000
2022-09-21,30819.390625,31020.789063,30181.990234,30183.779297,30183.779297,354960000
2022-09-22,30204.519531,30302.279297,29994.529297,30076.679688,30076.679688,335270000
2022-09-23,29955.650391,29955.650391,29250.470703,29590.410156,29590.410156,388200000
2022-09-26,29536.839844,29630.769531,29161.119141,29260.810547,29260.810547,369450000
2022-09-27,29419.880859,29659.119141,28958.220703,29134.990234,29134.990234,355460000
2022-09-28,29198.919922,29811.779297,29114.970703,29683.740234,29683.740234,436040000
2022-09-29,29513.730469,29513.730469,28997.339844,29225.609375,29225.609375,388820000
2022-09-30,29123.029297,29355.779297,28715.849609,28725.509766,28725.509766,464260000
2022-10-03,28855.250000,29647.789063,28855.250000,29490.890625,29490.890625,397830000
2022-10-04,29826.669922,30325.050781,29826.669922,30316.320313,30316.320313,375640000
2022-10-05,30078.359375,30454.460938,29886.439453,30273.869141,30273.869141,290610000
2022-10-06,30206.130859,30329.609375,29859.339844,29926.939453,29926.939453,306840000
2022-10-07,29685.269531,29685.269531,29142.660156,29296.789063,29296.789063,367950000
2022-10-10,29419.089844,29485.820313,29010.410156,29202.880859,29202.880859,315410000
2022-10-11,29085.199219,29608.419922,29074.230469,29239.189453,29239.189453,352920000
2022-10-12,29233.060547,29455.119141,29136.029297,29210.849609,29210.849609,304420000
2022-10-13,28755.830078,30168.539063,28660.939453,30038.720703,30038.720703,470260000
2022-10-14,30192.210938,30428.820313,29614.300781,29634.830078,29634.830078,379090000
2022-10-17,30059.580078,30311.949219,29997.619141,30185.820313,30185.820313,369820000
2022-10-18,30697.519531,30837.900391,30301.830078,30523.800781,30523.800781,387130000
2022-10-19,30439.039063,30662.109375,30226.900391,30423.810547,30423.810547,314030000
2022-10-20,30411.919922,30822.960938,30265.199219,30333.589844,30333.589844,333190000
2022-10-21,30291.179688,31119.269531,30206.279297,31082.560547,31082.560547,418190000
2022-10-24,31187.320313,31603.630859,31161.410156,31499.619141,31499.619141,345040000
2022-10-25,31463.650391,31876.150391,31423.529297,31836.740234,31836.740234,336930000
2022-10-26,31738.439453,32172.419922,31738.439453,31839.109375,31839.109375,430400000
2022-10-27,32062.140625,32388.419922,31993.210938,32033.279297,32033.279297,375720000
2022-10-28,32204.310547,32889.808594,32158.380859,32861.800781,32861.800781,495830000
2022-10-31,32754.269531,32883.859375,32586.929688,32732.949219,32732.949219,390890000
2022-11-01,32862.789063,32975.480469,32485.230469,32653.199219,32653.199219,323210000
2022-11-02,32576.279297,33071.929688,32139.769531,32147.759766,32147.759766,398430000
2022-11-03,31985.050781,32185.710938,31727.050781,32001.250000,32001.250000,354440000
2022-11-04,32265.009766,32611.519531,31938.919922,32403.220703,32403.220703,422370000
2022-11-07,32454.099609,32895.589844,32424.990234,32827.000000,32827.000000,336300000
2022-11-08,32934.558594,33355.390625,32831.460938,33160.828125,33160.828125,335340000
2022-11-09,33004.468750,33065.109375,32478.869141,32513.939453,32513.939453,355200000
2022-11-10,33263.910156,33727.730469,33167.820313,33715.371094,33715.371094,480130000
2022-11-11,33797.750000,33817.960938,33394.429688,33747.859375,33747.859375,427790000
2022-11-14,33662.050781,33964.300781,33533.960938,33536.699219,33536.699219,354340000
2022-11-15,33755.941406,33987.058594,33320.199219,33592.921875,33592.921875,390610000
2022-11-16,33554.929688,33682.828125,33516.988281,33553.828125,33553.828125,301560000
2022-11-17,33329.269531,33616.019531,33239.750000,33546.320313,33546.320313,319210000
2022-11-18,33606.589844,33827.941406,33540.640625,33745.691406,33745.691406,312950000
2022-11-21,33760.300781,33864.589844,33559.179688,33700.281250,33700.281250,352960000
2022-11-22,33810.050781,34115.699219,33810.050781,34098.101563,34098.101563,277070000
2022-11-23,34091.570313,34262.070313,34004.640625,34194.058594,34194.058594,236820000
2022-11-25,34213.039063,34386.511719,34199.570313,34347.031250,34347.031250,131660000
2022-11-28,34275.910156,34303.878906,33799.351563,33849.460938,33849.460938,300330000
2022-11-29,33847.800781,33933.910156,33662.449219,33852.531250,33852.531250,279750000
2022-11-30,33795.429688,34589.769531,33583.769531,34589.769531,34589.769531,524440000
2022-12-01,34533.589844,34595.511719,34129.351563,34395.011719,34395.011719,348720000
2022-12-02,34265.449219,34483.210938,34039.730469,34429.878906,34429.878906,290580000
2022-12-05,34335.730469,34335.730469,33846.808594,33947.101563,33947.101563,312960000
2022-12-06,33936.871094,34006.628906,33418.589844,33596.339844,33596.339844,306220000
2022-12-07,33556.398438,33774.269531,33503.671875,33597.921875,33597.921875,359980000
2022-12-08,33695.968750,33899.171875,33642.460938,33781.480469,33781.480469,271830000
2022-12-09,33746.710938,33844.628906,33462.648438,33476.460938,33476.460938,287630000
2022-12-12,33519.500000,34005.039063,33519.500000,34005.039063,34005.039063,313440000
2022-12-13,34268.441406,34712.281250,33890.878906,34108.640625,34108.640625,44265140000
2022-12-14,34086.070313,34395.648438,33704.171875,33966.351563,33966.351563,339090000
2022-12-15,33773.000000,33773.000000,33016.160156,33202.218750,33202.218750,394290000
2022-12-16,33166.460938,33166.460938,32654.589844,32920.460938,32920.460938,756310000
2022-12-19,32921.449219,33038.941406,32581.970703,32757.539063,32757.539063,326430000
2022-12-20,32735.240234,32992.230469,32649.449219,32849.738281,32849.738281,303970000
2022-12-21,33028.089844,33437.839844,33028.089844,33376.480469,33376.480469,328020000
2022-12-22,33233.351563,33233.351563,32573.429688,33027.488281,33027.488281,340640000
2022-12-23,32961.058594,33226.140625,32814.019531,33203.929688,33203.929688,221050000
2022-12-27,33224.230469,33387.718750,33069.578125,33241.558594,33241.558594,246010000
2022-12-28,33264.761719,33379.550781,32869.148438,32875.710938,32875.710938,252260000
2022-12-29,33021.429688,33293.421875,33020.351563,33220.800781,33220.800781,243060000
2022-12-30,33121.609375,33152.550781,32847.820313,33147.250000,33147.250000,295500000
2023-01-03,33148.898438,33387.519531,32850.570313,33136.371094,33136.371094,355930000
2023-01-04,33165.140625,33409.101563,33033.480469,33269.769531,33269.769531,379400000
2023-01-05,33191.718750,33191.718750,32812.328125,32930.078125,32930.078125,337920000
2023-01-06,33055.300781,33710.660156,32997.390625,33630.609375,33630.609375,360740000
